global_step,stage,split,policy_loss,value_loss,entropy,approx_kl
94208,1,train_update,-0.0016194213385460898,0.008509748906362802,0.6142086237668991,0.01683067537669558
98304,1,train_update,-0.011528934584930539,0.013814413629006594,0.6223923526704311,0.016753092961153015
102400,1,train_update,-0.013712277490412816,0.008483061435981654,0.5921406354755163,0.018096261079335818
106496,1,train_update,-0.014444662228925154,0.006144451763248071,0.5470216469839215,0.035413307341514155
110592,1,train_update,-0.005149840522790328,0.0076698102202499285,0.4542550127953291,0.01687830575974658
114688,1,train_update,-0.004752914042910561,0.0056331209489144385,0.4188148621469736,0.0209168959663657
118784,1,train_update,-0.005761841268395074,0.0033590438397368416,0.43301658146083355,0.01327742068679072
122880,1,train_update,-0.008311799814691767,0.0039996469313337,0.3993876278400421,0.01993239719013218
126976,1,train_update,-0.009242926764272852,0.0020294196765462402,0.37602117471396923,0.021103947325173067
131072,1,train_update,-0.003431903722230345,0.004201859595923452,0.35597236547619104,0.017122935420047725
135168,1,train_update,-0.006737657400663011,0.0018476399636710994,0.3369073634967208,0.01752499173016986
139264,1,train_update,-0.006424951774533838,0.003267447555117542,0.3305929424241185,0.018130344978999346
143360,1,train_update,-0.015958452728227712,0.0037234082628856413,0.3207035018131137,0.026759799828141695
147456,1,train_update,-0.008403028899920173,0.001563559941132553,0.2955901315435767,0.016195073578273878
151552,1,train_update,-0.000566756003536284,0.004197543672489701,0.27809030329808593,0.0252177806396503
155648,1,train_update,-0.0016965434624580666,0.0040489884340786375,0.27218379359692335,0.02196812882539234
159744,1,train_update,-0.003180513042025268,0.0014896889697411098,0.28231643233448267,0.015777109685586765
163840,1,train_update,0.00015205836825771257,0.004431947822013171,0.26445121690630913,0.0387329170916928
167936,1,train_update,0.005202217536862008,0.005800432096293662,0.2990411836653948,0.024229842059867224
172032,1,train_update,-0.008210563697502948,0.0076953496027272195,0.3184832576662302,0.020493544812779874
176128,1,train_update,-0.006447584557463415,0.0017249621469090926,0.2621716703288257,0.013467906373989535
180224,1,train_update,-0.006380603386787698,0.0010066020913654938,0.2562476168386638,0.017529716729768552
184320,1,train_update,-0.005460364365717396,0.0010212702600256307,0.24701991863548756,0.01830674610027927
188416,1,train_update,-0.004800728231202811,0.001317445330641931,0.2426053611561656,0.014404123365238775
192512,1,train_update,0.0007934394234325737,0.0013025573680351954,0.25149841234087944,0.026490202897548443
196608,1,train_update,-0.004719766569905914,0.00217893115041079,0.21547033404931426,0.0166041716147447
200704,1,train_update,-0.018150813732063398,0.0022157925268402323,0.2119395979680121,0.03517565965739777
204800,1,train_update,-0.002866185786842834,0.001354316518700216,0.21289823623374104,0.018330557122681057
208896,1,train_update,-0.002679577053640969,0.0009144457799266092,0.2058086427859962,0.015038385554362321
212992,1,train_update,-0.007532536052167416,0.0015917000728222774,0.21020988747477531,0.01625177596361027
217088,1,train_update,0.0066551100462675095,0.0036791118727705907,0.20883198082447052,0.03503913799067959
221184,1,train_update,-0.00110717405914329,0.001635599630390061,0.19793124543502927,0.01916939692455344
225280,1,train_update,-0.007212358483229764,0.0010917227373283822,0.20957955485209823,0.01737813968793489
229376,1,train_update,-0.0006602090288652107,0.002788392415823182,0.24784348718822002,0.021599445546598872
233472,1,train_update,-0.006067351481760852,0.003435897602685145,0.19078080728650093,0.019083569775830256
237568,1,train_update,-0.00613288430031389,0.0009033642436406808,0.172884170897305,0.015538878218649188
241664,1,train_update,-0.005021778539230581,0.0033974938560277224,0.19339632941409945,0.024103514868329512
245760,1,train_update,0.003558573342161253,0.011506452356115915,0.25325816916301847,0.024492939341143938
249856,1,train_update,-0.0061027644769637845,0.0045116288820281625,0.26549452636390924,0.029456946336722467
253952,1,train_update,-0.0050096610793843865,0.0017392142908647656,0.2329423911869526,0.015354568284237757
258048,1,train_update,-0.014901983042364009,0.0015606750985170947,0.25640095863491297,0.024822357852826826
262144,1,train_update,-0.00749873756285524,0.002085932792397216,0.2453687977977097,0.018764720753097208
266240,1,train_update,-0.00762289747945033,0.006370473354763817,0.24490950489416718,0.01855047355638817
270336,1,train_update,-0.005131830592290498,0.0024947301481006434,0.23177150543779135,0.013654942202265374
274432,1,train_update,-0.0030809301824774593,0.0009449199242226314,0.21248137950897217,0.017389186807122314
278528,1,train_update,-0.0015205616364255548,0.0007147606529542827,0.1760839424096048,0.013621582529594889
282624,1,train_update,-0.0036565003101713955,0.0006216120764293009,0.17929274402558804,0.014635733215982327
286720,1,train_update,-0.003962335817050189,0.0005304271198838251,0.19048311980441213,0.011669095136312535
290816,1,train_update,-0.00247588190541137,0.0005617453389277216,0.20524389296770096,0.01543706214579288
294912,1,train_update,0.00864070472016465,0.0014231195837055566,0.19278904423117638,0.018835747163393535
299008,1,train_update,-0.005895520065678284,0.0006866279609312187,0.19641388719901443,0.012889291625469923
303104,1,train_update,-0.0041131704492727295,0.001824937530727766,0.18263270193710923,0.011249289978877641
307200,1,train_update,-0.0067897888366132975,0.0005832202296005562,0.17160050431266427,0.011865988544741413
311296,1,train_update,-0.008040235945372842,0.0005392599350670935,0.17469473602250218,0.011100404579337919
315392,1,train_update,-0.004690274654421955,0.0004884151603619102,0.1693091350607574,0.02595121918784571
319488,1,train_update,-0.004611027157807257,0.0005438878297354677,0.17453130008652806,0.013199766166508198
323584,1,train_update,-0.0045625549828400835,0.0005323434397723759,0.16878448333591223,0.012538697614218108
327680,1,train_update,-0.015951716748531908,0.005686750320819556,0.1908857487142086,0.06557970716676209
331776,1,train_update,-0.0035834662994602695,0.0027267713439869112,0.18066392932087183,0.01704022668491234
335872,1,train_update,-0.009433672312297858,0.0008261548082373338,0.16735422471538186,0.021501127434021328
339968,1,train_update,-0.0058904167817672715,0.00045001215949014295,0.17677534092217684,0.014447772307903506
344064,1,train_update,-0.007171368550189072,0.0006940014463907573,0.15034065069630742,0.01648805600416381
348160,1,train_update,-0.0053827959127374925,0.0027125463784614112,0.15533248893916607,0.014419521216041176
352256,1,train_update,-0.0015634790470357984,0.00042941228093695827,0.12719405558891594,0.009056961855094414
356352,1,train_update,-0.004450131942576263,0.00035579981886257883,0.14415739732794464,0.015159323400439462
360448,1,train_update,-0.001412994897691533,0.0005040723744969,0.14057641569525003,0.012899636691145133
364544,1,train_update,-0.005961800459772348,0.0007229147795442259,0.14952725730836391,0.01428186554039712
368640,1,train_update,-0.004184946505120024,0.0003671446784210275,0.17284011282026768,0.010479075954208383
372736,1,train_update,0.03632501920219511,0.0021605541805911344,0.1825580233708024,0.033730271283275215
376832,1,train_update,-0.008862099901307374,0.0007268708504852839,0.1648921542800963,0.015595066717651207
380928,1,train_update,-0.009038366755703464,0.0005366321893234272,0.15579969203099608,0.02826922759777517
385024,1,train_update,-0.02149540453683585,0.004541949834674597,0.14994359598495066,0.2810549516871106
389120,1,train_update,-0.004067626694450155,0.0009718785931909224,0.14565125503577292,0.011326166852086317
393216,1,train_update,-0.0034143133088946342,0.00042230745566484984,0.14851272897794843,0.011127832083730027
397312,1,train_update,-0.005821309154271148,0.0005229680109550827,0.14399514254182577,0.01481206078096875
401408,1,train_update,-0.0031151297444012016,0.0026114028705706005,0.14477850636467338,0.00952833640985773
405504,1,train_update,-0.005802572442917153,0.000338659976478084,0.1442127050831914,0.008431010614003753
409600,1,train_update,-0.002418123563984409,0.00044926924238097854,0.15151173481717706,0.0157655430266459
413696,1,train_update,-0.001090325487894006,0.0026965491388182272,0.16259322222322226,0.012335292951320298
417792,1,train_update,-0.006576430168934166,0.0005361068133424851,0.14565759152173996,0.012708333571936237
421888,1,train_update,-0.00397704096394591,0.0003434205373196164,0.161748802755028,0.01473461647037766
425984,1,train_update,-0.008786913924268447,0.000663509697005793,0.16171064786612988,0.02260912035490037
430080,1,train_update,-0.005207283669733442,0.004360773835287546,0.17417438654229045,0.017861437430838123
434176,1,train_update,-0.0025160163932014257,0.000423545335252129,0.15805609384551644,0.010764088117866777
438272,1,train_update,-0.009251390685676597,0.0006328522031253669,0.15892098378390074,0.018087166914483532
442368,1,train_update,-0.012756353316945024,0.0012131379226048011,0.17848395416513085,0.017295587826083647
446464,1,train_update,-0.0052734284836333245,0.0004023367864647298,0.14372537145391107,0.012749241490382701
450560,1,train_update,-0.0017274928977712989,0.0004903734197796439,0.13495934009552002,0.01668642854929203
454656,1,train_update,-0.015521244291448966,0.0018381318113824818,0.14320888207294047,0.031790539407666074
458752,1,train_update,-0.005227441695751622,0.0005059446511950227,0.12292054574936628,0.014801400553551503
462848,1,train_update,-0.0063000444788485765,0.000594550127061666,0.1349537270143628,0.011714263822796056
466944,1,train_update,-0.002863589150365442,0.0004282512409190531,0.14027818362228572,0.009874873543594731
471040,1,train_update,-0.004042022628709674,0.00033300138284175773,0.13225390226580203,0.007798429167451104
475136,1,train_update,0.012381681852275506,0.0021072947020002175,0.22081349091604352,0.02003904790035449
479232,1,train_update,-0.004265776224201545,0.002206882540122024,0.1732154837809503,0.009235210301994812
483328,1,train_update,-0.007301280915271491,0.0004391279117044178,0.15707066049799323,0.015130182378925383
487424,1,train_update,-0.005885908758500591,0.00035014612330996897,0.15087545942515135,0.010205692764429841
491520,1,train_update,-0.0036526668700389564,0.002782930789180682,0.15406705811619759,0.008327065999765182
495616,1,train_update,-0.006298062187852338,0.0003397551777197805,0.13944179425016046,0.008028371859836625
499712,1,train_update,-0.0039384209958370775,0.000372063661870925,0.14503439399413764,0.00901409281505039
503808,1,train_update,-0.0024056302790995687,0.0005438283337753091,0.14346990338526666,0.0119864717235032
507904,1,train_update,-0.004383493505883962,0.0006638013733208936,0.15345345553942025,0.008069844279816607
512000,1,train_update,-0.008396456993068568,0.0007879250824771589,0.15817483374848962,0.014738495061465073
516096,1,train_update,-0.004567494528600946,0.0005005289940527291,0.1532381633296609,0.008513634220435051
520192,1,train_update,-0.006227129491890082,0.0026128410527235246,0.15008909860625863,0.009824515702348435
524288,1,train_update,-0.0051721859781537205,0.000504307263327064,0.13153751124627888,0.009788972427486442
528384,1,train_update,0.007962361618410796,0.0017365782259730622,0.1481579435057938,0.012214468537422363
532480,1,train_update,-0.004371619303128682,0.0010849982618310605,0.1414456944912672,0.00860940019992995
536576,1,train_update,-0.00905078207142651,0.0015869323906372301,0.1570450966246426,0.015859699680731865
540672,1,train_update,-0.00297319728997536,0.00046173398459359305,0.14203301910310984,0.012363585741695715
544768,1,train_update,-0.005283875274471939,0.0034346869588262052,0.14608682598918676,0.008225300320191309
548864,1,train_update,-0.005917928792769089,0.0003488745451249997,0.1444572526961565,0.009794252793653868
552960,1,train_update,-0.010444881801959127,0.0007082421734594391,0.14867678214795887,0.013469565874402178
557056,1,train_update,-0.015369956381618977,0.00198545063722122,0.14153973548673093,0.038384561903512804
561152,1,train_update,-0.002412443922366947,0.00041809843514784006,0.11478754878044128,0.013307667992194183
565248,1,train_update,-0.002294435922522098,0.0003221914676032611,0.12049398035742342,0.00833111279644072
569344,1,train_update,-0.0027116495766676962,0.0003363661157891329,0.12893892312422395,0.013087979721603915
573440,1,train_update,-0.000153384666191414,0.00045017774937150534,0.14627867098897696,0.01192633131358889
577536,1,train_update,0.0023102880659280345,0.00404876650281949,0.17363084945827723,0.06314742586619104
581632,1,train_update,0.006877701904159039,0.0037789561902172863,0.16224190685898066,0.010928527324722381
585728,1,train_update,-0.007938513706903905,0.004066290592163568,0.19153368985280395,0.017410516094969353
589824,1,train_update,-0.006696774915326387,0.0012824708119296702,0.17760005313903093,0.01257358448128798
593920,1,train_update,0.008272803883301094,0.0036859451938653365,0.21181225311011076,0.018405045357212657
598016,1,train_update,-0.011748065444407985,0.0010449487981532002,0.15944457380101085,0.015574261517031118
602112,1,train_update,-0.00496132398257032,0.0007299955159396632,0.1465903245843947,0.011283395790087525
606208,1,train_update,-0.008355849669896998,0.00043736566294683143,0.14160394691862166,0.013519011768948985
610304,1,train_update,-0.002999133852426894,0.0015941075789669412,0.1301458387169987,0.008760772365349112
614400,1,train_update,-0.003565852763131261,0.000300692867313046,0.11376277008093894,0.010288879828294739
618496,1,train_update,-0.004481930925976485,0.0003297010448477522,0.10992832342162728,0.009705146516353125
622592,1,train_update,-0.003223825042368844,0.0014824732475062774,0.11387811647728086,0.00786866727139568
626688,1,train_update,-0.004339361665188335,0.002378148275511194,0.11092304764315486,0.0068169035694154445
630784,1,train_update,-0.0028825857589254156,0.0004782133019034518,0.10204880335368216,0.01021862465859158
634880,1,train_update,-0.003325649769976735,0.00034569883882795693,0.09991214470937848,0.008562533079384593
638976,1,train_update,-0.0029414880118565634,0.00025047490908036707,0.10589778376743197,0.010616207564453362
643072,1,train_update,-0.0058927270729327574,0.0004288260142857325,0.11087850900366902,0.00935123174713226
647168,1,train_update,-0.004821042442927137,0.0002785967890304164,0.11753508145920932,0.010682022089895327
651264,1,train_update,-0.002368218032643199,0.00026167244686803315,0.1061499526258558,0.00928783605559147
655360,1,train_update,-0.008244380172982346,0.002980418689730868,0.13067408348433673,0.010834482422069414
659456,1,train_update,-0.0052818627445958555,0.00027109550774184754,0.11426462745293975,0.007699014931858983
663552,1,train_update,-0.003898855662555434,0.0010846870945897535,0.11309222714044154,0.007348902046942385
667648,1,train_update,-0.009472838486544788,0.00040962049843074055,0.12167901103384793,0.015894994074187707
671744,1,train_update,-0.0033455914381192997,0.0054256378552963724,0.15675090113654733,0.012164017447503284
675840,1,train_update,-0.009324375067080837,0.0006985113805058063,0.1484295823611319,0.03411019648410729
679936,1,train_update,-0.009543361753458157,0.0004912353551844717,0.15010433131828904,0.010294779887772165
684032,1,train_update,-0.007605197606608272,0.00044474565584096126,0.13886590325273573,0.013608592085802229
688128,1,train_update,-0.002898966777138412,0.0004148751277170959,0.13217123318463564,0.007258105633809464
692224,1,train_update,-0.006552434148034081,0.0004752592503791675,0.13101162435486913,0.010068291107018013
696320,1,train_update,-0.004903052547888365,0.0011057770275328949,0.12304815766401589,0.008952398962719599
700416,1,train_update,-0.00560771107848268,0.00029835939221811714,0.1233046161942184,0.00783478239827673
704512,1,train_update,-0.004310101656301413,0.0012095680385755259,0.12924416409805417,0.01259997896340792
708608,1,train_update,-0.004226031946018338,0.00030287681465779315,0.12654796987771988,0.01071765368396882
712704,1,train_update,-0.004358381556812674,0.00044771746070182417,0.12424839357845485,0.008806527261185693
716800,1,train_update,-0.006824856041930616,0.0004330978126745322,0.12170696794055402,0.011482397949293954
720896,1,train_update,-0.004730407352326438,0.0005015216302126646,0.1308245873078704,0.011839381542813499
724992,1,train_update,-0.004137328629440162,0.00040881551285565365,0.11653946526348591,0.014502603866276331
729088,1,train_update,-0.0074442755576455966,0.0007012532623775769,0.13396769273094833,0.022783926575357327
733184,1,train_update,-0.006209539496921934,0.00036275837055654847,0.11806538794189692,0.008761905803112313
737280,1,train_update,-0.0030991532694315538,0.0003273033248660795,0.12615673919208348,0.008264087919087615
741376,1,train_update,-0.0035232605296187103,0.002429023969853006,0.12818252155557275,0.007430995672621066
745472,1,train_update,-0.0039048802573233843,0.0003115744834758516,0.1293633091263473,0.006195871166710276
749568,1,train_update,-0.0010834826971404254,0.000292106592496566,0.12466438254341483,0.0070847446368134115
753664,1,train_update,-0.005066981248091906,0.0003379834915904212,0.12783846305683255,0.008873060323821846
757760,1,train_update,0.04866018099710345,0.0037714758327638265,0.13562296074815094,0.022349514860252384
761856,1,train_update,-0.00399959286005469,0.0003580235734261805,0.12218403234146535,0.009235748235369101
765952,1,train_update,-0.010051244826172478,0.001552204323161277,0.13625697046518326,0.055762809486623155
770048,1,train_update,-0.005855549476109445,0.0003947245695599122,0.1286357243079692,0.0137236382397532
774144,1,train_update,-0.006487142483820207,0.0057224553092964925,0.1358366881031543,0.01787191977564362
778240,1,train_update,-0.0034889520320575684,0.0004053611146446201,0.13819214585237205,0.00610967544344021
782336,1,train_update,-0.005967490797047503,0.0003355500671204936,0.13519103219732642,0.009758168904227205
786432,1,train_update,-0.0028134539461461827,0.0003574812844817643,0.12964751501567662,0.011692654068610864
790528,1,train_update,-0.004435241753526498,0.0002968693297589198,0.12546340562403202,0.009702791165182134
794624,1,train_update,-0.0036803209950448945,0.00034663861833905685,0.11588638555258512,0.009581681428244337
798720,1,train_update,-0.0033929600976989605,0.0002885972153308103,0.12251227884553373,0.00918656471912982
802816,1,train_update,-0.007473598423530348,0.0005038313020122587,0.1241084800567478,0.011660630767437397
806912,1,train_update,-0.002326043657376431,0.0003343725488775817,0.11275623505935073,0.010464195449458202
811008,1,train_update,-0.0018794726493069902,0.00030522086444761953,0.1242553771007806,0.008214399047574261
815104,1,train_update,-0.033244738064240664,0.0016803477774374187,0.14874209044501185,0.29117101688098046
819200,1,train_update,-0.005121043999679387,0.0016421790542153758,0.13540131761692464,0.010689798891689861
823296,1,train_update,-0.004024016277980991,0.0027473790214571636,0.13220770726911724,0.010024810006143525
827392,1,train_update,-0.006174946051032748,0.0003642358919933031,0.11631754599511623,0.013375721257034456
831488,1,train_update,-0.005279171062284149,0.00034189757616331917,0.11330769443884492,0.013590065977041377
835584,1,train_update,-0.006472475462942384,0.0003262301715949434,0.09790262370370328,0.014723514086654177
839680,1,train_update,-0.0044403420179151,0.00044715024523611646,0.0994919843506068,0.019217146280425368
843776,1,train_update,-0.018849700878490694,0.0014377635307027958,0.10867470339871943,0.10108547361232922
847872,1,train_update,-0.0046209865977289155,0.00028313748498476343,0.09945843042805791,0.009093093762203353
851968,1,train_update,-0.003998855027020909,0.0002597490479274711,0.10772286332212389,0.01001128744246671
856064,1,train_update,-0.005429521552287042,0.00028858094174211146,0.12199027510359883,0.010208607654931257
860160,1,train_update,-0.0074624946573749185,0.0004836329326280975,0.12190028559416533,0.017075103685783688
864256,1,train_update,-0.004245869655278511,0.0004907619641016936,0.13078093761578202,0.01256545249998453
868352,1,train_update,-0.007018746262474451,0.00032717112298996653,0.12707217293791473,0.011699038459482836
872448,1,train_update,-0.0036239803084754385,0.0023462937442673137,0.13071375200524926,0.009927171020535752
876544,1,train_update,-0.004890869415248744,0.0003646759373623354,0.11506817257031798,0.00819670869532274
880640,1,train_update,-0.007456678285961971,0.00037900371262367116,0.11873756628483534,0.019889614544808865
884736,1,train_update,-0.002868709430913441,0.0003603550549087231,0.12461558263748884,0.015490008951019263
888832,1,train_update,-0.0033688668627291918,0.0003537464690452907,0.12413558573462069,0.012418023277859902
892928,1,train_update,-0.005496355704963207,0.0009637693228796707,0.13206948549486697,0.01184633692537318
897024,1,train_update,-0.008569970428652596,0.0005006376168239512,0.14450623327866197,0.014999690592958359
901120,1,train_update,-0.005028530285926536,0.0004496786950767273,0.13420125329867005,0.009088084640097804
905216,1,train_update,-0.005343142795027234,0.0003133212485408876,0.1193149124737829,0.011762403577449732
909312,1,train_update,-0.0030519443098455667,0.00036255812392482767,0.1196392688434571,0.008336948150827084
913408,1,train_update,-0.0017310102812189143,0.0002708139063543058,0.12471980392001569,0.00610631043673493
917504,1,train_update,-0.0012549265084089711,0.00025875584015011555,0.10499678202904761,0.00910133965589921
921600,1,train_update,-0.0015303470063372515,0.00023020036360321683,0.11308346060104668,0.007253543837578036
925696,1,train_update,-0.0037073079438414425,0.00034332268569414737,0.10950559447519481,0.009991350831114687
929792,1,train_update,-0.00522127718795673,0.00026877708069150685,0.09932009922340512,0.009208899849909358
933888,1,train_update,-0.002383832208579406,0.0002537583427510981,0.09878583787940443,0.007503165470552631
937984,1,train_update,-0.004295738966902718,0.00023481321659346577,0.1113025329541415,0.00928823086724151
942080,1,train_update,-0.004165167541941628,0.00029013724724791246,0.10431702039204538,0.012501579025411047
946176,1,train_update,-0.0036427148443181068,0.00026510846828387,0.10063698538579047,0.009698176731035346
950272,1,train_update,-0.0025058344399440102,0.00024913034667406464,0.09899195143952966,0.007513279502745718
954368,1,train_update,-0.004896684429695597,0.00026459025366420974,0.10794497025199234,0.010487040810403414
958464,1,train_update,-0.004766433616168797,0.00028836025649070507,0.11764173163101077,0.007974238618771778
962560,1,train_update,-0.004043081833515316,0.0003455926434980938,0.1295848535373807,0.0058989030148950405
966656,1,train_update,-0.005798355210572481,0.00029576033739431296,0.12501265131868422,0.008202986715332372
970752,1,train_update,-0.003829439781839028,0.0002252569233860413,0.1134448410011828,0.005628229780995753
974848,1,train_update,-0.0021394623181549832,0.001394437502767687,0.11303932499140501,0.005144779857801041
978944,1,train_update,-0.0037790256465086713,0.00021892871609452413,0.12216176488436759,0.00572106722756871
983040,1,train_update,-0.003152956545818597,0.00021490299013748881,0.11700243200175464,0.007004101855272893
987136,1,train_update,-0.0043546482775127515,0.0002541532112445566,0.12630203017033637,0.005796458448457997
991232,1,train_update,-0.0021574973507085815,0.0003537036022862594,0.12839154177345335,0.011967068232479505
995328,1,train_update,-0.0058525234562694095,0.0002894181475312507,0.13049341342411935,0.01475567783927545
999424,1,train_update,-0.0051091897621518,0.0003432491985222441,0.12195820128545165,0.008120110378513345
1003520,1,train_update,-0.00688188925414579,0.00043968114459858043,0.13636249327100813,0.012315140829741722
1007616,1,train_update,-0.010542615898884833,0.00045933966339362087,0.15175725612789392,0.01218349952250719
1011712,1,train_update,-0.004558854489005171,0.00029146888618925004,0.13161439751274884,0.009179940385365626
1015808,1,train_update,-0.0033712413714965805,0.0002567728151916526,0.12656747736036777,0.006736645518685691
1019904,1,train_update,-0.0035170818810001947,0.0025055646929104114,0.13032563216984272,0.004645385681214975
1024000,1,train_update,-0.003215306976926513,0.002424996231638943,0.12594837718643248,0.004092791779839899
1028096,1,train_update,-0.0052687520801555365,0.0002777753497866797,0.11852977843955159,0.007615230839292053
1032192,1,train_update,-0.0036471943167271093,0.0026484019863346475,0.13124110782518983,0.00994868194720766
1036288,1,train_update,-0.003170298245095182,0.00023700226893197396,0.13006694545038044,0.005757596176408697
1040384,1,train_update,-0.005020332551794127,0.0002578533658379456,0.12495815893635154,0.008490865260682767
1044480,1,train_update,-0.002416737101157196,0.0003221705401301733,0.12896940065547824,0.008369018789380789
1048576,1,train_update,-0.005050706706242636,0.00025555444472047384,0.11284114769659936,0.009166675055894302
1052672,1,train_update,-0.004203064178000204,0.00020930844266331405,0.10554214590229094,0.006264896524953656
1056768,1,train_update,-0.004906150061287917,0.00019330065015310538,0.10148295131511986,0.008529504993930459
1060864,1,train_update,-0.0031785629980731755,0.0024656495206727413,0.11384625663049519,0.008265045511507196
1064960,1,train_update,-0.0029682640451937914,0.00042002767258964013,0.12264096364378929,0.013628158620122122
1069056,1,train_update,-0.005540581201785244,0.00032729540498621645,0.1263572578318417,0.010115617074916372
1073152,1,train_update,-0.0038869869749760255,0.002465446928908932,0.13828145642764866,0.00705130620917771
1077248,1,train_update,-0.0058672522427514195,0.0002475656679052918,0.12772397161461413,0.006239581754925894
1081344,1,train_update,-0.006687625544145703,0.0003185468335686892,0.14287394122220576,0.013394163896009559
1085440,1,train_update,-0.0030816279322607443,0.0003190383290530008,0.11836425098590553,0.01070453384454595
1089536,1,train_update,-0.000970249151578173,0.000256133372658951,0.11210557050071657,0.010368977942562196
1093632,1,train_update,-0.0020513600393314846,0.00024731361236263183,0.10682943393476307,0.007565827210783027
1097728,1,train_update,-0.0013641709374496713,0.00022887184513820102,0.10982856177724898,0.0064526885689701885
1101824,1,train_update,-0.004424830374773592,0.0002313779395990423,0.10596981947310269,0.00901729673569207
1105920,1,train_update,-0.0037346575845731422,0.00023663732963541406,0.10888316156342626,0.01004630797979189
1110016,1,train_update,-0.004321816566516645,0.0002612898852021317,0.11619667103514075,0.010117033631104277
1114112,1,train_update,-0.0064196209423244,0.0002832766504070605,0.10929868859238923,0.013169445755920606
1118208,1,train_update,-0.003741165841347538,0.0002113575837938697,0.1086120461113751,0.009875901207124116
1122304,1,train_update,-0.0021385542349889874,0.0024430018688690325,0.10700960969552398,0.006264838400966255
1126400,1,train_update,-0.002998196127009578,0.0002020430192715139,0.09679480665363371,0.007270961086760508
1130496,1,train_update,-0.003206831301213242,0.0003398456688046281,0.09219660423696041,0.01562358364026295
1134592,1,train_update,-0.003009405765624251,0.0017531599369249307,0.10780699946917593,0.008109482972940896
1138688,1,train_update,-0.002331297131604515,0.0009175978211715119,0.12975296494551003,0.010618867439916357
1142784,1,train_update,-0.004358179765404202,0.0004871220480708871,0.09830419323407114,0.005984251482004765
1146880,1,train_update,-0.0043216423073317856,0.00021307671977410791,0.09499857272021472,0.009182668742141686
1150976,1,train_update,-0.006112175309681334,0.00024084998494799947,0.10218980885110795,0.009221035743394168
1155072,1,train_update,-0.00424110829771962,0.0009130824873864185,0.09029352152720094,0.01046735918498598
1159168,1,train_update,-0.0027814842760562897,0.00022122705331639736,0.0916326679289341,0.014375772025232436
1163264,1,train_update,-0.005041905911639333,0.0002713220301302499,0.09514179499819875,0.010915281371126184
1167360,1,train_update,-0.004599722160492092,0.00034403818517603213,0.10696405079215765,0.007854495739593403
1171456,1,train_update,-0.006868250129627995,0.0003940093656638055,0.10127445822581649,0.018825869407010032
1175552,1,train_update,-0.007494108212995343,0.000305505990581878,0.09942970238626003,0.012636626186576905
1179648,1,train_update,-7.100308721419424e-05,0.0003121344543615123,0.09750018594786525,0.006467242306825938
1183744,1,train_update,-0.0044321661262074485,0.0002507144017727114,0.09685679036192596,0.007155632592912298
1187840,1,train_update,-0.004790990657056682,0.0016794997891338426,0.11009239195846021,0.06329233453288907
1191936,1,train_update,-0.006469853891758248,0.00027507615141075803,0.1120579894632101,0.009917276267515263
1196032,1,train_update,-0.0042297879117541015,0.00020099557195862872,0.11091123428195715,0.01161826035604463
1200128,1,train_update,-0.0036795263295061886,0.00016120531995511556,0.09884190279990435,0.005307366249326151
